project,codigo,fecha_encuesta,nombre_del_evaluador,genero_del_evaluador,interview_modality,nacionalidad,gender,follow_up,hh_language,document,interview_language,children,seniors,dependents,adults,time_in_country,date_of_arrival,d1a_housing_score,d1b_rent_score,d2_food_score,d3_education_score,d4_healthcare_score,d5_health_status_score,d6_safety_score,d7_employment_score,d8_fin_resources_score,d9_assistance_score,d10_debt_score,d11_savings_score,d12a_fin_soc_cap_score,d12b_rel_soc_cap_score,d12_average_score,group_a_total_score,d2_weighted_score,d5_weighted_score,d9_weighted_score,group_b_total_score,hh_sri_total_score,uuid,program_type,count,position,days_since_pre,measure_prop,in_program
hilton,ec0091979,2021-12-05T00:00:00Z,pamela veliz,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Ningún documento,Español,2,0,2,2,< 1 Year,2021-12-05T00:00:00Z,4,5,5,3,3,1,3,2,3,5,2,3,5,5,5,3.3,0,0.2,0,0.2,3.0999999999999996,46883e9f-37bd-4acc-922d-ae369877e1d7,NA,2,1,0,0.5,TRUE
hilton,ec0091979,2022-06-22T00:00:00Z,arelis torres,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,0,< 1 Year,2019-10-03T00:00:00Z,5,5,5,5,5,3,5,4,3,3,3,4,5,5,5,4.4,0,0,0.4,0.4,4,38f0e38e-0208-4c40-8886-7f2764bdc9da,NA,2,2,199,1,TRUE
hilton,ec0091980,2021-12-05T00:00:00Z,pamela veliz,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Ningún documento,Español,2,0,2,2,< 1 Year,2018-12-23T00:00:00Z,5,3,5,5,0,3,3,4,3,5,2,3,1,5,3,3.4444444444444446,0,0,0,0,3.4444444444444446,38933359-da98-435a-9e05-85dc41066129,NA,2,1,0,0.5,TRUE
hilton,ec0091980,2022-06-23T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 – 3 Years,2018-12-23T00:00:00Z,5,5,5,5,0,3,3,4,3,3,5,3,5,5,5,4.222222222222222,0,0,0.4,0.4,3.8222222222222224,1944c7f7-2bce-4729-9f54-3317f5674a1c,NA,2,2,200,1,TRUE
hilton,ec0091987,2021-12-06T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,NA,1,1,< 1 Year,2021-02-02T00:00:00Z,4,5,3,3,3,3,3,3,3,5,5,1,1,5,3,3.3,0.3,0,0,0.3,3,799e4caa-5f43-4973-8cd0-43adfd1b348f,NA,2,1,0,0.5,TRUE
hilton,ec0091987,2022-06-13T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2021-02-02T00:00:00Z,5,5,5,5,5,3,3,4,3,3,5,3,5,5,5,4.3,0,0,0.4,0.4,3.9,ffd6b9d4-2496-40d1-83a4-597a1a10642f,NA,2,2,189,1,TRUE
hilton,ec0091989,2021-12-06T00:00:00Z,hector bravo mendoza,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,"Cédula de identidad / ciudadanía Pasaporte Otras Visas (profesional, estudiante, etc)",Español,1,0,1,3,3 – 5 Years,2017-10-25T00:00:00Z,5,0,5,5,0,3,3,5,5,5,3,1,1,5,3,3.75,0,0,0,0,3.75,a65793c2-5477-4cbc-aa35-892585c988fd,NA,2,1,0,0.5,TRUE
hilton,ec0091989,2022-06-15T00:00:00Z,john ycaza,Masculino,Presencial,Venezolana,Femenino,Sí,Español,"Otras Visas (profesional, estudiante, etc)",Español,1,0,1,3,1 – 3 Years,2018-01-01T00:00:00Z,5,5,5,5,5,3,3,4,3,3,3,3,5,5,5,4.1,0,0,0.4,0.4,3.6999999999999997,9e086815-b313-4970-9cfe-b2c6f3d59128,NA,2,2,191,1,TRUE
prm,ec0092037,2022-01-20T00:00:00Z,patrick arquímedes escobar ramon,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,< 1 Year,2021-01-05T00:00:00Z,5,1,3,1,5,3,5,4,1,3,5,1,1,3,2,3,0.3,0,0.4,0.7,2.3,df8c65f1-fc77-4b82-83e7-8f1a710cf0b0,NA,2,1,0,0.5,TRUE
prm,ec0092037,2022-02-05T00:00:00Z,juan jose romero,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,NA,4,0,4,2,1 - 3 Years,2021-01-05T00:00:00Z,4,3,5,1,3,3,3,3,3,3,3,1,1,3,2,2.6,0,0,0.4,0.4,2.2,28c06144-cacf-4d4a-b981-31f7dfeb7021,MDG SESP con enfoque de género,2,2,16,1,TRUE
hilton,ec0092042,2021-11-30T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,0,1,2,< 1 Year,2021-03-26T00:00:00Z,4,3,3,5,1,1,3,2,1,3,5,3,1,5,3,3,0.3,0.2,0.4,0.9,2.1,641aa8e6-433e-4e0d-b597-6a72b8df7d22,NA,2,1,0,0.5,TRUE
hilton,ec0092042,2022-04-29T00:00:00Z,mishell yanez,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,NA,1,1,1 – 3 Years,2021-03-25T00:00:00Z,5,5,5,5,3,1,3,3,5,3,5,4,5,1,3,4.1,0,0.2,0.4,0.6000000000000001,3.4999999999999996,5634b5f3-c1d3-4316-aa8d-1d90ce3647f0,NA,2,2,150,1,TRUE
hilton,ec0092043,2021-11-30T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,NA,NA,1,< 1 Year,2021-01-08T00:00:00Z,4,3,5,0,3,3,3,2,3,3,2,1,1,1,1,2.4444444444444446,0,0,0.4,0.4,2.0444444444444447,e9c2b1a2-194b-41ea-b510-745862063448,NA,2,1,0,0.5,TRUE
hilton,ec0092043,2022-04-29T00:00:00Z,mishell yanez,Femenino,NA,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,NA,1,1,1 – 3 Years,2022-08-01T00:00:00Z,5,5,5,0,0,3,5,4,5,3,5,4,1,1,1,4.25,0,0,0.4,0.4,3.85,f2ee4384-a719-4290-80fb-3f21514d40d4,NA,2,2,150,1,TRUE
hilton,ec0092044,2021-11-30T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,2,4,1,1 – 3 Years,2020-06-12T00:00:00Z,4,3,5,5,3,3,3,2,3,5,2,1,1,1,1,2.7,0,0,0,0,2.7,ed22e185-35e5-4ab7-9512-6d767d5c2caf,NA,2,1,0,0.5,TRUE
hilton,ec0092044,2022-04-29T00:00:00Z,mishell yanez,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,1,3,2,1 – 3 Years,2020-12-06T00:00:00Z,4,5,5,5,0,3,5,4,5,3,5,5,1,1,1,4.333333333333333,0,0,0.4,0.4,3.933333333333333,f1bb51cb-6d17-4a89-8f71-798dc61dbb27,NA,2,2,150,1,TRUE
hilton,ec0092045,2021-11-30T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Masculino,NA,Español,Cédula de identidad / ciudadanía,Español,NA,NA,NA,2,1 – 3 Years,2019-07-07T00:00:00Z,4,1,3,0,3,3,3,2,5,5,2,1,1,1,1,2.4444444444444446,0.3,0,0,0.3,2.144444444444445,711282b5-2735-4f1f-a4ed-8bab2d90dde2,NA,2,1,0,0.5,TRUE
hilton,ec0092045,2022-05-04T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Masculino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,0,0,0,2,< 1 Year,2019-07-27T00:00:00Z,5,5,5,0,5,3,5,4,3,2,5,5,5,5,5,4.666666666666667,0,0,0.6000000000000001,0.6000000000000001,4.066666666666666,903cb498-ac29-4de7-9577-9a0f2d0db465,NA,2,2,155,1,TRUE
hilton,ec0092046,2021-11-30T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,NA,NA,1,1 – 3 Years,2019-08-20T00:00:00Z,4,3,5,3,3,3,3,2,3,5,2,1,1,1,1,2.5,0,0,0,0,2.5,b7d33bb2-06f9-4fba-b495-b7e8d25467cb,NA,2,1,0,0.5,TRUE
hilton,ec0092046,2022-04-29T00:00:00Z,mishell yanez,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,NA,2,2,1 – 3 Years,2019-08-19T00:00:00Z,5,0,5,3,0,3,3,4,3,3,5,4,1,1,1,3.5,0,0,0.4,0.4,3.1,f271f3bf-ac9a-43e7-8cb9-bfe3c912d9e2,NA,2,2,150,1,TRUE
hilton,ec0092047,2021-12-01T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2020-12-15T00:00:00Z,4,1,5,5,3,1,3,2,3,3,3,1,5,3,4,2.9,0,0.2,0.4,0.6000000000000001,2.3,26302d5d-3441-4b3e-8e8e-1a337b9471ba,NA,2,1,0,0.5,TRUE
hilton,ec0092047,2022-05-03T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Otro / No aplica,Español,1,0,1,2,< 1 Year,2020-12-15T00:00:00Z,5,3,5,5,3,3,5,3,3,2,5,4,5,5,5,4.1,0,0,0.6000000000000001,0.6000000000000001,3.4999999999999996,26b799ac-cc97-43e0-abd6-fad450a97d5d,NA,2,2,153,1,TRUE
hilton,ec0092048,2021-12-02T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-02-22T00:00:00Z,5,1,5,1,3,3,3,3,3,3,3,3,1,5,3,2.8,0,0,0.4,0.4,2.4,3df0fe8e-858c-4bae-8ca6-5c5e0306614b,NA,2,1,0,0.5,TRUE
hilton,ec0092048,2022-05-03T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-02-20T00:00:00Z,4,5,5,5,3,3,5,3,3,2,5,4,5,5,5,4.2,0,0,0.6000000000000001,0.6000000000000001,3.6,8febc75e-d2db-4352-a4a2-ae7893dc96a8,NA,2,2,152,1,TRUE
hilton,ec0092049,2021-12-02T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Masculino,NA,Español,Cédula de identidad / ciudadanía,Español,3,1,4,1,< 1 Year,2020-12-30T00:00:00Z,4,1,5,1,5,1,3,3,3,3,2,1,5,5,5,2.8,0,0.2,0.4,0.6000000000000001,2.1999999999999997,71b6cd67-a0b3-45cd-a29e-8d66d95adbc9,NA,2,1,0,0.5,TRUE
hilton,ec0092049,2022-04-29T00:00:00Z,mishell yanez,Femenino,Presencial,Venezolana,Masculino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,1,2,2,1 – 3 Years,2020-12-18T00:00:00Z,5,5,5,1,5,3,5,3,5,3,5,4,1,1,1,3.9,0,0,0.4,0.4,3.5,d1ad1dad-e991-4633-93fb-f3b0cfd6dce9,NA,2,2,148,1,TRUE
hilton,ec0092051,2021-12-02T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2021-01-12T00:00:00Z,4,3,5,1,1,3,3,3,5,5,5,1,5,5,5,3.1,0,0,0,0,3.1,351d8632-455b-406c-a605-15e43963e6cf,NA,2,1,0,0.5,TRUE
hilton,ec0092051,2022-05-05T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2021-01-12T00:00:00Z,5,5,5,5,5,3,5,3,3,2,5,4,5,5,5,4.5,0,0,0.6000000000000001,0.6000000000000001,3.9,13a832ab-0f91-420d-bd11-ca2751b350d6,NA,2,2,154,1,TRUE
hilton,ec0092052,2021-12-02T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Otro / No aplica,Español,2,0,2,2,1 – 3 Years,2020-02-04T00:00:00Z,4,3,5,5,3,3,3,3,5,5,3,3,1,1,1,3.3,0,0,0,0,3.3,0c6a2943-675d-49f1-b74d-ed33afb9b77f,NA,2,1,0,0.5,TRUE
hilton,ec0092052,2022-05-04T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2019-06-14T00:00:00Z,5,5,5,5,5,3,5,3,3,2,5,5,5,5,5,4.6,0,0,0.6000000000000001,0.6000000000000001,3.9999999999999996,1177d966-d0fb-4178-9479-8061e8b46629,NA,2,2,153,1,TRUE
hilton,ec0092054,2021-12-06T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,1,4,2,1 – 3 Years,2018-08-06T00:00:00Z,4,1,5,5,3,3,5,2,3,5,2,1,1,1,1,2.7,0,0,0,0,2.7,33b1b674-cc62-4ef5-b326-314ff00ac122,NA,2,1,0,0.5,TRUE
hilton,ec0092054,2022-05-04T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Otro / No aplica,Español,3,1,4,2,< 1 Year,2018-08-06T00:00:00Z,5,5,5,5,5,2,3,4,3,2,5,5,5,5,5,4.5,0,0.1,0.6000000000000001,0.7000000000000001,3.8,b16b7f56-889e-44b1-bdc5-0b9fe09e3e09,NA,2,2,149,1,TRUE
hilton,ec0092056,2021-12-06T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2019-12-05T00:00:00Z,5,3,5,5,3,2,3,3,5,5,3,1,1,3,2,3.3,0,0.1,0,0.1,3.1999999999999997,74c72521-8935-4b07-87d9-87cd1f03a0d0,NA,2,1,0,0.5,TRUE
hilton,ec0092056,2022-04-29T00:00:00Z,mishell yanez,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,NA,1,1,1 – 3 Years,2019-12-05T00:00:00Z,5,5,5,5,0,3,5,5,3,3,5,4,1,1,1,4.222222222222222,0,0,0.4,0.4,3.8222222222222224,d2d99726-9754-4bc4-89a1-0d5315958226,NA,2,2,144,1,TRUE
hilton,ec0092058,2021-12-13T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2020-12-09T00:00:00Z,4,3,5,5,3,3,3,3,3,3,3,3,1,5,3,3.3,0,0,0.4,0.4,2.9,08eaa9ae-67fa-430c-ab97-eafe8a2f571e,NA,2,1,0,0.5,TRUE
hilton,ec0092058,2022-04-29T00:00:00Z,mishell yanez,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,NA,3,1,1 – 3 Years,2022-04-29T00:00:00Z,5,5,5,5,0,3,3,2,3,3,5,4,1,1,1,3.6666666666666665,0,0,0.4,0.4,3.2666666666666666,295b45ba-d63b-4b08-a764-8cfad0bbeff7,NA,2,2,137,1,TRUE
hilton,ec0092061,2021-12-15T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,NA,3,NA,NA,2,1 – 3 Years,2020-12-07T00:00:00Z,4,3,5,0,3,3,3,2,3,3,2,1,1,1,1,2.4444444444444446,0,0,0.4,0.4,2.0444444444444447,f7340e28-ab75-46c1-b93b-b770de55a33c,NA,2,1,0,0.5,TRUE
hilton,ec0092061,2022-04-29T00:00:00Z,mishell yanez,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,NA,3,2,1 – 3 Years,2020-12-06T00:00:00Z,4,5,5,1,3,3,3,3,5,3,5,4,1,1,1,3.4,0,0,0.4,0.4,3,88419ed2-cfb3-44f7-92cd-e99e74f84dcb,NA,2,2,135,1,TRUE
hilton,ec0092062,2021-12-15T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,5,0,5,1,< 1 Year,2021-02-20T00:00:00Z,4,3,5,5,3,3,3,3,3,3,3,1,1,3,2,3,0,0,0.4,0.4,2.6,fd3731ba-bda7-49dd-9ab2-a5d8be1c2748,NA,2,1,0,0.5,TRUE
hilton,ec0092062,2022-05-04T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,3,0,3,1,< 1 Year,2021-05-30T00:00:00Z,4,3,5,5,5,3,5,3,3,2,3,4,5,5,5,4,0,0,0.6000000000000001,0.6000000000000001,3.4,8ff2ca8b-7e2c-404e-a1a1-276ac808b4b2,NA,2,2,140,1,TRUE
hilton,ec0092064,2021-12-15T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,NA,NA,1,1 – 3 Years,2018-12-25T00:00:00Z,4,3,5,1,3,3,3,2,3,5,2,1,1,1,1,2.3,0,0,0,0,2.3,00998636-ef22-4203-94db-ac277312f83d,NA,2,1,0,0.5,TRUE
hilton,ec0092064,2022-05-06T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte Visa Humanitaria,Español,3,0,3,1,< 1 Year,2018-12-25T00:00:00Z,5,5,5,5,5,3,5,4,3,2,5,4,5,5,5,4.6,0,0,0.6000000000000001,0.6000000000000001,3.9999999999999996,4814d645-8391-4e87-ad8e-88254283f663,NA,2,2,142,1,TRUE
hilton,ec0092065,2021-12-15T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Masculino,NA,Español,Cédula de identidad / ciudadanía,Español,NA,NA,NA,2,< 1 Year,2021-06-27T00:00:00Z,4,3,5,0,3,1,3,2,5,5,2,1,1,1,1,2.6666666666666665,0,0.2,0,0.2,2.4666666666666663,598bc59d-510f-46e9-80d3-302fcbe4d62e,NA,2,1,0,0.5,TRUE
hilton,ec0092065,2022-05-04T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Masculino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,0,1,2,< 1 Year,2021-06-27T00:00:00Z,5,5,5,0,5,3,5,4,3,2,3,4,5,5,5,4.333333333333333,0,0,0.6000000000000001,0.6000000000000001,3.733333333333333,049dfc64-0788-4082-99c6-48fa07b1bdc8,NA,2,2,140,1,TRUE
hilton,ec0092066,2021-12-15T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,NA,NA,1,< 1 Year,2021-03-17T00:00:00Z,4,1,5,0,3,3,3,2,3,5,2,1,1,1,1,2.2222222222222223,0,0,0,0,2.2222222222222223,ef8ca240-3537-4d5b-b515-54cef2e2a568,NA,2,1,0,0.5,TRUE
hilton,ec0092066,2022-05-04T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-05-15T00:00:00Z,5,5,5,0,5,3,5,3,3,2,5,4,5,5,5,4.444444444444445,0,0,0.6000000000000001,0.6000000000000001,3.8444444444444446,1cfc3911-5261-4dde-88da-de42cd009c5b,NA,2,2,140,1,TRUE
hilton,ec0092068,2021-12-16T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,NA,NA,1,1 – 3 Years,2019-05-06T00:00:00Z,1,3,5,1,3,3,3,2,3,5,2,1,1,1,1,2,0,0,0,0,2,9fe6f2ea-af92-4cd9-a5e6-61978a5c64be,NA,2,1,0,0.5,TRUE
hilton,ec0092068,2022-05-03T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,< 1 Year,2021-10-02T00:00:00Z,5,5,5,3,5,3,5,2,3,2,3,5,1,5,3,3.9,0,0,0.6000000000000001,0.6000000000000001,3.3,a8484711-95f2-40e5-8cbe-33f8a4de7b57,NA,2,2,138,1,TRUE
hilton,ec0092069,2021-12-16T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,< 1 Year,2020-05-22T00:00:00Z,4,3,5,5,0,1,3,3,3,3,3,1,1,3,2,3,0,0.2,0.4,0.6000000000000001,2.4,2f315e97-dd56-45e3-b3a4-21ea43d63d49,NA,2,1,0,0.5,TRUE
hilton,ec0092069,2022-04-29T00:00:00Z,mishell yanez,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,NA,3,1,1 – 3 Years,2021-04-28T00:00:00Z,5,5,5,5,0,3,5,5,5,3,5,5,5,1,3,4.777777777777778,0,0,0.4,0.4,4.377777777777777,fb6d8dae-81f2-43db-87b6-bd616617a676,NA,2,2,134,1,TRUE
hilton,ec0092070,2021-12-16T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,6,NA,NA,1,1 – 3 Years,2020-07-25T00:00:00Z,4,3,5,5,3,3,5,2,3,5,2,3,1,1,1,3.1,0,0,0,0,3.1,c589ca5c-7e3d-4659-a1e0-6794681e0636,NA,2,1,0,0.5,TRUE
hilton,ec0092070,2022-05-05T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Otro / No aplica,Español,5,0,5,1,< 1 Year,2020-07-25T00:00:00Z,5,5,5,5,5,3,5,3,3,2,5,5,1,5,3,4.4,0,0,0.6000000000000001,0.6000000000000001,3.8000000000000003,7c2c3801-f7dc-481e-b33c-19a70636143e,NA,2,2,140,1,TRUE
hilton,ec0092071,2021-12-16T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,NA,NA,1,1 – 3 Years,2018-12-17T00:00:00Z,4,3,5,5,3,2,3,2,5,5,2,1,1,1,1,2.9,0,0.1,0,0.1,2.8,56c65aae-b522-46d9-a8c0-197e06edce88,NA,2,1,0,0.5,TRUE
hilton,ec0092071,2022-05-03T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2019-12-17T00:00:00Z,5,5,5,5,5,3,5,4,3,2,5,4,5,5,5,4.6,0,0,0.6000000000000001,0.6000000000000001,3.9999999999999996,408c60ca-1e80-4f65-8326-94a2b7e2afbe,NA,2,2,138,1,TRUE
hilton,ec0092073,2021-12-16T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2021-05-20T00:00:00Z,4,1,5,0,0,3,3,3,3,3,2,1,5,3,4,2.625,0,0,0.4,0.4,2.225,97526d78-725b-4516-8229-43fbc3dc33f7,NA,2,1,0,0.5,TRUE
hilton,ec0092073,2022-05-04T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2021-05-20T00:00:00Z,5,5,5,0,5,3,5,4,3,2,5,4,5,5,5,4.555555555555555,0,0,0.6000000000000001,0.6000000000000001,3.9555555555555553,0bb99db3-7c14-450b-bcd6-3093f912f604,NA,2,2,139,1,TRUE
prm,ec0092075,2022-01-31T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Masculino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de excepción (VERHU),Español,2,0,2,2,1 - 3 Years,2018-01-19T00:00:00Z,5,3,5,5,3,3,3,1,3,5,3,1,1,1,1,2.8,0,0,0,0,2.8,3e5cd3ab-1e1c-49f3-8878-4a84043879a4,MDG Regular,2,1,0,0.5,TRUE
prm,ec0092075,2022-05-05T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte Visa de excepción (VERHU),Español,2,1,3,2,3 - 5 Years,2018-01-18T00:00:00Z,5,5,5,5,5,2,5,4,3,2,5,3,5,5,5,4.5,0,0.1,0.6000000000000001,0.7000000000000001,3.8,4e596441-a22f-4caa-9520-9b61f68920f5,MDG Regular,2,2,94,1,TRUE
prm,ec0092079,2022-02-04T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2020-12-20T00:00:00Z,4,5,3,0,3,3,3,2,3,5,3,1,1,3,2,2.888888888888889,0.3,0,0,0.3,2.588888888888889,408aa620-9abb-4c76-b2c3-2f088de0e186,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092079,2022-04-29T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2020-04-29T00:00:00Z,5,5,5,0,5,3,3,4,5,3,5,3,5,3,4,4.333333333333333,0,0,0.4,0.4,3.933333333333333,f4550079-97b8-403e-a9b5-7804ec3f9a8e,MDG SESP con enfoque de género,2,2,84,1,TRUE
prm,ec0092095,2022-01-25T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2021-10-02T00:00:00Z,4,3,5,1,0,3,3,2,5,3,5,1,1,1,1,2.7777777777777777,0,0,0.4,0.4,2.3777777777777778,9483eae7-2819-43e2-93b6-bcdf32aba1ae,MDG Regular,2,1,0,0.5,TRUE
prm,ec0092095,2022-04-25T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2121-10-02T00:00:00Z,4,5,5,1,0,3,3,4,3,2,3,4,5,5,5,3.5555555555555554,0,0,0.6000000000000001,0.6000000000000001,2.9555555555555553,f363f18d-9e82-442e-b7d0-f4b9d97463ef,MDG Regular,2,2,90,1,TRUE
