project,codigo,fecha_encuesta,nombre_del_evaluador,genero_del_evaluador,interview_modality,nacionalidad,gender,follow_up,hh_language,document,interview_language,children,seniors,dependents,adults,time_in_country,date_of_arrival,d1a_housing_score,d1b_rent_score,d2_food_score,d3_education_score,d4_healthcare_score,d5_health_status_score,d6_safety_score,d7_employment_score,d8_fin_resources_score,d9_assistance_score,d10_debt_score,d11_savings_score,d12a_fin_soc_cap_score,d12b_rel_soc_cap_score,d12_average_score,group_a_total_score,d2_weighted_score,d5_weighted_score,d9_weighted_score,group_b_total_score,hh_sri_total_score,uuid,program_type,count,position,days_since_pre,measure_prop,in_program,fecha_post,sri_post,time_period,sri_change
hilton,ec0091248,2021-11-16T00:00:00Z,darlin alejandro alonzo veliz,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de Unasur,Español,1,1,2,1,< 1 Year,2019-08-21T00:00:00Z,4,1,3,5,3,3,3,4,3,3,2,1,5,3,4,3,0.3,0,0.4,0.7,2.3,afe2fcda-4a8f-428b-ac89-125be6faaf32,NA,2,1,0,0.5,TRUE,2022-06-23T00:00:00Z,3.5,219,1.2000000000000002
prm,ec0091259,2022-02-08T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,2,2,4,2,< 1 Year,2021-08-11T00:00:00Z,4,3,5,1,0,3,5,2,3,2,5,1,1,3,2,2.888888888888889,0,0,0.6000000000000001,0.6000000000000001,2.2888888888888888,6adba1c1-b27d-43af-8ceb-79aa6978ac6b,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-20T00:00:00Z,3.0666666666666664,71,0.7777777777777777
prm,ec0091268,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Otro / No aplica,Español,2,0,2,0,1 - 3 Years,2021-01-15T00:00:00Z,4,3,5,5,5,3,5,2,3,3,3,1,1,3,2,3.3,0,0,0.4,0.4,2.9,38a00d35-7f5c-4ed1-bfc4-384121e6d0ad,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-22T00:00:00Z,2.6222222222222222,77,-0.2777777777777777
prm,ec0091270,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-04-20T00:00:00Z,4,3,5,1,3,3,5,3,3,3,5,1,1,3,2,3,0,0,0.4,0.4,2.6,280eb353-8088-4094-93ab-517f4a51817a,MDG Regular,2,1,0,0.5,TRUE,2022-04-22T00:00:00Z,3.1999999999999997,77,0.5999999999999996
prm,ec0091285,2022-01-31T00:00:00Z,alexandra lopez,Femenino,"Por Skype, Zoom u otra plataforma",Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-05-28T00:00:00Z,4,5,5,5,5,3,1,3,3,2,3,1,1,3,2,3.2,0,0,0.6000000000000001,0.6000000000000001,2.6,76be2609-881f-4a26-840b-54edc3975f4f,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,3.3777777777777778,93,0.7777777777777777
prm,ec0091300,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Colombiana,Femenino,NA,Español,Visa Humanitaria,Español,1,0,1,1,< 1 Year,2021-06-10T00:00:00Z,3,0,5,1,0,3,5,2,1,3,5,1,5,3,4,2.75,0,0,0.4,0.4,2.35,19d1d08c-57e5-4325-955b-eabd6d58c585,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-22T00:00:00Z,2.9555555555555553,77,0.6055555555555552
prm,ec0091301,2022-02-08T00:00:00Z,amelia bone,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-03-15T00:00:00Z,4,5,5,1,0,3,3,2,3,2,5,1,1,3,2,2.888888888888889,0,0,0.6000000000000001,0.6000000000000001,2.2888888888888888,5d74231c-d291-49af-8c17-9ef803ed0385,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-13T00:00:00Z,2.0666666666666664,64,-0.22222222222222232
prm,ec0091304,2022-02-08T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Colombiana,Femenino,NA,Español,Visa de Protección Internacional,Español,2,0,2,2,< 1 Year,2021-06-10T00:00:00Z,4,3,5,5,0,3,5,3,3,2,3,1,1,3,2,3.2222222222222223,0,0,0.6000000000000001,0.6000000000000001,2.6222222222222222,8b387e93-56db-4fe8-9c25-5e3b8683d5f0,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-19T00:00:00Z,2.6999999999999997,70,0.0777777777777775
hilton,ec0091307,2021-10-28T00:00:00Z,pamela veliz,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,NA,1,1,< 1 Year,2020-04-10T00:00:00Z,4,1,3,3,3,2,3,4,3,3,2,1,5,5,5,2.9,0.3,0.1,0.4,0.8,2.0999999999999996,340d85e5-1048-4357-8017-7ad7a5f4b961,NA,2,1,0,0.5,TRUE,2022-06-14T00:00:00Z,3.4,229,1.3000000000000003
hilton,ec0091314,2021-11-18T00:00:00Z,pamela veliz,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Pasaporte,Español,2,NA,2,NA,1 – 3 Years,2019-02-23T00:00:00Z,5,3,5,5,3,3,3,3,3,3,2,3,5,3,4,3.4,0,0,0.4,0.4,3,abdf2187-7755-48a8-9843-ab3b2bece3e5,NA,2,1,0,0.5,TRUE,2022-06-14T00:00:00Z,4.1,208,1.0999999999999996
prm,ec0091464,2022-02-01T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,3,1 - 3 Years,2020-11-23T00:00:00Z,4,5,3,5,3,3,3,1,3,5,5,1,1,1,1,3.1,0.3,0,0,0.3,2.8000000000000003,c5d0d7ec-a357-401c-a02b-1af635160441,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,3.6999999999999997,94,0.8999999999999995
prm,ec0091473,2022-01-17T00:00:00Z,kerly montero,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,"Cédula de identidad / ciudadanía Pasaporte Otras Visas (profesional, estudiante, etc)",Español,1,NA,1,3,1 - 3 Years,2018-05-08T00:00:00Z,4,3,3,5,3,1,3,3,5,5,2,1,1,1,1,3,0.3,0.2,0,0.5,2.5,485e5987-48c1-4cbe-94d3-ee62c6e39abd,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,3.6000000000000005,109,1.1000000000000005
prm,ec0091732,2022-02-14T00:00:00Z,kerly montero,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,1,0,1,2,1 - 3 Years,2021-04-14T00:00:00Z,2,5,5,5,1,1,3,1,3,3,5,1,1,1,1,2.7,0,0.2,0.4,0.6000000000000001,2.1,c13993af-2ffc-4038-ae02-08e793eef170,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,3,81,0.8999999999999999
hilton,ec0091768,2021-11-30T00:00:00Z,pamela veliz,Femenino,Presencial,Venezolana,Femenino,NA,Español,Visa Humanitaria,Español,1,0,1,3,1 – 3 Years,2021-03-04T00:00:00Z,5,3,5,5,3,3,5,4,1,5,2,3,1,1,1,3.2,0,0,0,0,3.2,29af3359-c4f6-423b-a0ff-eb2cf52cd843,NA,2,1,0,0.5,TRUE,2022-06-20T00:00:00Z,4,202,0.7999999999999998
hilton,ec0091769,2021-12-01T00:00:00Z,arelis torres,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,3,0,3,2,< 1 Year,2017-02-17T00:00:00Z,4,5,5,5,5,3,3,4,3,3,2,1,5,3,4,3.6,0,0,0.4,0.4,3.2,2cd12613-b89b-4fff-bd4a-dcb185f94572,NA,2,1,0,0.5,TRUE,2022-06-17T00:00:00Z,3.711111111111111,198,0.5111111111111106
hilton,ec0091775,2021-11-15T00:00:00Z,hector bravo mendoza,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa de Unasur,Español,1,0,1,3,3 – 5 Years,2017-10-08T00:00:00Z,4,3,5,5,3,1,3,3,5,3,5,1,1,3,2,3.4,0,0.2,0.4,0.6000000000000001,2.8,e79b4d9a-a244-4a8d-bb8c-550e9e57de53,NA,2,1,0,0.5,TRUE,2022-06-24T00:00:00Z,3.4,221,0.6000000000000001
hilton,ec0091777,2021-12-01T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Masculino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de excepción (VERHU),Español,1,0,1,1,3 – 5 Years,2018-08-09T00:00:00Z,5,5,3,1,0,3,5,3,3,5,2,1,1,1,1,2.888888888888889,0.3,0,0,0.3,2.588888888888889,63b6aff4-aa3f-40bb-8a66-e9fc9803aacb,NA,2,1,0,0.5,TRUE,2022-06-20T00:00:00Z,3.2,201,0.6111111111111112
hilton,ec0091779,2021-11-18T00:00:00Z,arelis torres,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,1,3,2,< 1 Year,2019-12-16T00:00:00Z,4,1,5,5,3,2,3,4,3,3,2,3,5,3,4,3.2,0,0.1,0.4,0.5,2.7,aea8a140-fa2f-4cdf-9373-fe54b08c2f40,NA,2,1,0,0.5,TRUE,2022-06-20T00:00:00Z,3.4,214,0.6999999999999997
hilton,ec0091786,2021-11-18T00:00:00Z,arelis torres,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,1 – 3 Years,2018-08-07T00:00:00Z,5,1,5,5,1,3,3,4,3,3,3,3,5,5,5,3.3,0,0,0.4,0.4,2.9,fe8f8981-a1fe-47f1-81a4-6b97b099da61,NA,2,1,0,0.5,TRUE,2022-06-13T00:00:00Z,3.5,207,0.6000000000000001
hilton,ec0091795,2021-12-01T00:00:00Z,raul enrique calderon mero,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,< 1 Year,2019-08-02T00:00:00Z,5,3,5,3,3,3,1,3,1,3,3,1,1,3,2,2.5,0,0,0.4,0.4,2.1,2e4fb418-6554-40d8-9398-852cf341ffe7,NA,2,1,0,0.5,TRUE,2022-06-15T00:00:00Z,3.6,196,1.5
hilton,ec0091796,2021-11-29T00:00:00Z,arelis torres,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,3,< 1 Year,2019-06-04T00:00:00Z,5,3,5,5,3,3,3,4,3,5,2,3,1,5,3,3.4,0,0,0,0,3.4,847b9d7f-7e11-4e81-a8f0-8ae71a1f868c,NA,2,1,0,0.5,TRUE,2022-06-21T00:00:00Z,4.155555555555555,204,0.7555555555555551
hilton,ec0091820,2021-11-29T00:00:00Z,arelis torres,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,2,1 – 3 Years,2018-08-29T00:00:00Z,5,3,5,5,0,3,3,4,3,5,3,4,1,1,1,3.4444444444444446,0,0,0,0,3.4444444444444446,736b2564-b117-4fd6-9865-abd6d10357cc,NA,2,1,0,0.5,TRUE,2022-06-21T00:00:00Z,3.933333333333333,204,0.4888888888888885
hilton,ec0091821,2021-11-19T00:00:00Z,pamela veliz,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Visa de excepción (VERHU),Español,1,0,1,NA,1 – 3 Years,2020-12-10T00:00:00Z,5,3,5,5,0,3,3,3,3,3,3,3,1,3,2,3.3333333333333335,0,0,0.4,0.4,2.9333333333333336,f228638f-5c5b-412e-bcea-7e187c955aea,NA,2,1,0,0.5,TRUE,2022-06-13T00:00:00Z,3.8222222222222224,206,0.8888888888888888
hilton,ec0091822,2021-11-17T00:00:00Z,hector bravo mendoza,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de excepción (VERHU),Español,2,1,3,2,3 – 5 Years,2018-07-25T00:00:00Z,4,3,3,5,3,2,3,5,5,5,3,1,1,3,2,3.4,0.3,0.1,0,0.4,3,6c0b00fa-de09-4200-9e8a-d911c6cf34d0,NA,2,1,0,0.5,TRUE,2022-06-22T00:00:00Z,3.9,217,0.8999999999999999
hilton,ec0091827,2021-11-26T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de excepción (VERHU),Español,1,2,3,2,> 5 Years,2016-10-11T00:00:00Z,5,5,3,3,0,3,3,3,3,5,3,1,1,3,2,3.111111111111111,0.3,0,0,0.3,2.8111111111111113,2ddc3a94-c628-489b-8bfb-064d51aea0ed,NA,2,1,0,0.5,TRUE,2022-06-22T00:00:00Z,3.933333333333333,208,1.1222222222222218
hilton,ec0091862,2021-11-16T00:00:00Z,darlin alejandro alonzo veliz,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de Unasur,Español,1,0,1,2,3 – 5 Years,2018-07-31T00:00:00Z,4,1,2,5,3,1,5,2,3,5,2,1,1,3,2,2.8,0.44999999999999996,0.2,0,0.6499999999999999,2.15,cc10b71f-a9ae-4a3c-97a6-fa7020dabeba,NA,2,1,0,0.5,TRUE,2022-06-21T00:00:00Z,3.6,217,1.4500000000000002
hilton,ec0091867,2021-11-15T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,NA,NA,1,1 – 3 Years,2019-06-20T00:00:00Z,4,3,5,0,0,3,3,2,3,5,2,1,1,1,1,2.375,0,0,0,0,2.375,3e89ad80-6eea-4117-a626-1c40123c5471,NA,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,3.733333333333333,170,1.358333333333333
hilton,ec0091869,2021-11-16T00:00:00Z,john ycaza,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,> 5 Years,2016-10-16T00:00:00Z,5,1,5,0,3,3,3,2,5,5,5,1,1,1,1,2.888888888888889,0,0,0,0,2.888888888888889,ecace8de-4f57-468d-b0ac-e44c5ce3ec82,NA,2,1,0,0.5,TRUE,2022-06-20T00:00:00Z,3.6,216,0.7111111111111112
hilton,ec0091879,2021-11-16T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,0,1,1,2,< 1 Year,2021-01-07T00:00:00Z,5,3,3,0,3,1,3,3,5,5,2,1,5,5,5,3.3333333333333335,0.3,0.2,0,0.5,2.8333333333333335,57289a1a-49ac-426c-a000-5aa17fc0c194,NA,2,1,0,0.5,TRUE,2022-05-05T00:00:00Z,3.9555555555555553,170,1.1222222222222218
hilton,ec0091880,2021-11-15T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,0,0,0,2,1 – 3 Years,2019-06-24T00:00:00Z,4,1,5,3,5,3,1,1,5,5,2,3,1,1,1,2.6,0,0,0,0,2.6,388d952d-0f00-45f8-b44f-e99f9c9ca874,NA,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,2.8,170,0.19999999999999973
hilton,ec0091883,2021-11-16T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,NA,NA,2,1 – 3 Years,2018-01-31T00:00:00Z,5,5,5,5,3,3,3,2,3,5,2,1,1,1,1,3,0,0,0,0,3,4b997366-47db-4cbf-b2f4-cfa2b5d34e2c,NA,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,3.9999999999999996,169,0.9999999999999996
hilton,ec0091889,2021-11-18T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,NA,NA,1,1 – 3 Years,2019-11-30T00:00:00Z,4,1,5,1,0,3,3,2,3,5,2,1,1,1,1,2,0,0,0,0,2,132496b8-1b0c-45a4-a41d-cd110426b718,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,4.044444444444444,162,2.0444444444444443
hilton,ec0091895,2021-11-16T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2019-08-10T00:00:00Z,4,1,5,5,3,3,3,3,5,5,2,1,1,3,2,2.9,0,0,0,0,2.9,3bb55852-3faa-4b3a-be72-75da65219a86,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.488888888888889,164,0.588888888888889
hilton,ec0091897,2021-11-15T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,NA,NA,NA,1,< 1 Year,2021-03-20T00:00:00Z,4,5,3,0,5,3,3,2,3,1,3,1,1,3,2,3.111111111111111,0.3,0,0.8,1.1,2.011111111111111,486a39eb-5151-4a4b-903f-11241a17cc7f,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.3777777777777778,165,1.3666666666666667
hilton,ec0091904,2021-12-01T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,0,1,2,3 – 5 Years,2018-01-12T00:00:00Z,5,1,5,0,1,3,3,4,3,5,3,1,1,1,1,2.4444444444444446,0,0,0,0,2.4444444444444446,50e23250-ef1c-442c-aa09-623ca0972c6b,NA,2,1,0,0.5,TRUE,2022-06-23T00:00:00Z,3.1,204,0.6555555555555554
hilton,ec0091912,2021-12-01T00:00:00Z,hector bravo mendoza,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de Unasur,Español,1,1,2,1,1 – 3 Years,2019-08-01T00:00:00Z,5,1,3,5,5,1,3,2,3,3,5,1,5,5,5,3.5,0.3,0.2,0.4,0.9,2.6,856f9908-2599-475e-b625-6d588038f20d,NA,2,1,0,0.5,TRUE,2022-06-22T00:00:00Z,4.044444444444444,203,1.4444444444444442
hilton,ec0091913,2021-11-17T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,NA,NA,2,< 1 Year,2020-12-07T00:00:00Z,4,3,5,5,3,3,3,2,3,3,3,1,1,1,1,2.8,0,0,0.4,0.4,2.4,313acd28-a3bf-490f-9eb6-81b581ef9bdc,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.4,163,1
hilton,ec0091915,2021-11-18T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,3,NA,3,1,3 – 5 Years,2017-10-05T00:00:00Z,4,3,5,5,3,3,3,2,3,5,2,1,5,1,3,2.9,0,0,0,0,2.9,7731581a-71b9-4d58-bc1a-41a4e196abf1,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.9,162,1
hilton,ec0091916,2021-11-18T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,NA,NA,1,1 – 3 Years,2019-05-19T00:00:00Z,4,3,5,0,3,3,3,2,1,3,3,1,5,1,3,2.5555555555555554,0,0,0.4,0.4,2.1555555555555554,ab2870fe-eafb-4481-9e9f-42b1208bb0c6,NA,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,3.1777777777777776,169,1.0222222222222221
hilton,ec0091919,2021-11-18T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,3,1,4,3,1 – 3 Years,2018-09-06T00:00:00Z,4,1,5,5,3,3,3,2,3,5,2,1,5,1,3,2.7,0,0,0,0,2.7,0d637dd4-f09b-4669-87f6-b8fb8a05526e,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,4.555555555555555,162,1.8555555555555552
hilton,ec0091920,2021-11-18T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,1,2,2,1 – 3 Years,2019-02-15T00:00:00Z,4,1,5,5,3,3,3,2,3,5,2,1,1,1,1,2.5,0,0,0,0,2.5,e9c9c5e2-a8a0-4c2d-8652-8a838eddf35b,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,3.8000000000000003,166,1.3000000000000003
hilton,ec0091921,2021-11-18T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,2,< 1 Year,2019-02-06T00:00:00Z,5,3,5,5,3,3,3,2,3,3,3,1,5,1,3,3.1,0,0,0.4,0.4,2.7,ddedf898-272e-45a8-8884-e909e3f52620,NA,2,1,0,0.5,TRUE,2022-05-05T00:00:00Z,3.9,168,1.1999999999999997
hilton,ec0091923,2021-11-18T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Masculino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,1,< 1 Year,2017-11-08T00:00:00Z,4,5,5,5,3,3,3,3,5,5,5,1,1,3,2,3.6,0,0,0,0,3.6,5adaee4c-11c8-4f6d-83d4-60b6f970bbac,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,4.1,166,0.49999999999999956
hilton,ec0091933,2021-12-02T00:00:00Z,hector bravo mendoza,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,4,0,4,1,1 – 3 Years,2019-12-08T00:00:00Z,3,0,5,5,3,1,3,2,3,3,3,1,1,5,3,2.888888888888889,0,0.2,0.4,0.6000000000000001,2.2888888888888888,f0d74021-9ec2-4e71-b616-c429ac954026,NA,2,1,0,0.5,TRUE,2022-06-15T00:00:00Z,3,195,0.7111111111111112
hilton,ec0091936,2021-12-01T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte Visa de excepción (VERHU),Español,1,0,1,2,1 – 3 Years,2020-02-17T00:00:00Z,4,5,3,0,0,3,3,3,3,5,3,1,1,5,3,3.125,0.3,0,0,0.3,2.825,d2b2d7a0-137f-4559-97b8-ca05fe02db5f,NA,2,1,0,0.5,TRUE,2022-06-15T00:00:00Z,3.725,196,0.8999999999999999
hilton,ec0091953,2021-12-02T00:00:00Z,hector bravo mendoza,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de excepción (VERHU),Español,3,1,4,0,1 – 3 Years,2019-05-03T00:00:00Z,5,3,5,5,5,1,5,2,3,3,2,1,1,3,2,3.3,0,0.2,0.4,0.6000000000000001,2.6999999999999997,226119f4-1ab6-4c52-bdb9-9414dbaeb6bb,NA,2,1,0,0.5,TRUE,2022-06-23T00:00:00Z,3.3000000000000003,203,0.6000000000000005
hilton,ec0091960,2021-12-07T00:00:00Z,darlin alejandro alonzo veliz,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,1,2,2,1 – 3 Years,2020-11-28T00:00:00Z,5,1,5,5,3,2,5,2,3,3,2,1,1,3,2,2.9,0,0.1,0.4,0.5,2.4,90aab16f-bedf-499d-aac6-fd9924e92093,NA,2,1,0,0.5,TRUE,2022-06-24T00:00:00Z,3.6999999999999997,199,1.2999999999999998
hilton,ec0091961,2021-12-02T00:00:00Z,darlin alejandro alonzo veliz,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de Unasur,Español,3,2,5,3,3 – 5 Years,2017-12-30T00:00:00Z,5,3,2,5,3,2,5,5,3,3,5,1,1,5,3,3.8,0.44999999999999996,0.1,0.4,0.95,2.8499999999999996,224e2cc4-b6bd-4d34-8452-61c435eacc36,NA,2,1,0,0.5,TRUE,2022-06-20T00:00:00Z,3.1,200,0.25000000000000044
hilton,ec0091963,2021-12-02T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,0,1,1,3 – 5 Years,2018-08-04T00:00:00Z,3,1,5,5,0,3,3,4,3,5,3,1,1,1,1,2.6666666666666665,0,0,0,0,2.6666666666666665,7439d278-9ecc-4787-b719-55acf41a4ea4,NA,2,1,0,0.5,TRUE,2022-06-23T00:00:00Z,3.8222222222222224,203,1.155555555555556
hilton,ec0091964,2021-12-02T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de Unasur,Español,0,0,0,2,3 – 5 Years,2018-04-20T00:00:00Z,4,3,5,3,0,3,3,3,3,5,3,1,1,5,3,2.888888888888889,0,0,0,0,2.888888888888889,8fabc7d9-b023-4ff4-90bf-ac2404bac42e,NA,2,1,0,0.5,TRUE,2022-06-14T00:00:00Z,3.6,194,0.7111111111111112
hilton,ec0091973,2021-12-06T00:00:00Z,raul enrique calderon mero,Masculino,Presencial,Venezolana,Femenino,NA,Español,Pasaporte,Español,2,2,4,2,< 1 Year,2016-04-03T00:00:00Z,4,1,3,3,3,2,1,4,3,5,2,3,1,3,2,2.6,0.3,0.1,0,0.4,2.2,109d2241-0dfd-4b03-a732-4f7635200e47,NA,2,1,0,0.5,TRUE,2022-06-15T00:00:00Z,3.2777777777777777,191,1.0777777777777775
hilton,ec0091975,2021-12-06T00:00:00Z,darlin alejandro alonzo veliz,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,6,1,7,2,1 – 3 Years,2020-12-27T00:00:00Z,5,1,3,5,3,3,5,3,3,3,5,1,1,5,3,3.4,0.3,0,0.4,0.7,2.7,4121768e-e4f3-4b86-a6d5-088a623eb03c,NA,2,1,0,0.5,TRUE,2022-06-10T00:00:00Z,3.6,186,0.8999999999999999
prm,ec0091978,2022-02-02T00:00:00Z,ivett vanessa ramos bosquez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,0,3 - 5 Years,2017-01-17T00:00:00Z,5,5,5,0,3,1,3,2,3,5,3,3,1,1,1,3.111111111111111,0,0.2,0,0.2,2.911111111111111,92b017ba-2a47-4cf7-aa00-40519fc48948,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-28T00:00:00Z,4.066666666666666,85,1.1555555555555554
